PROJECT	DDE_NUM	DDE_TYPE	DATE_CREATION	DATE_EN_AFFINAGE	DELAI	DDE_STATUT	DATE_CREATION	DATE_LAST_UPDATE
BOA	BOA-1356	Bogue	2016-12-29 17:30:07	NULL	NULL	Nouveau	2016-12-29 17:30:07	2016-12-29 17:30:07
EXTR	EXTR-823	Story	2017-01-02 07:30:52	2017-01-02 08:20:17	0	En Affinage	2017-01-02 07:30:52	2017-01-02 08:20:17
EXTR	EXTR-824	Story	2017-01-02 08:51:02	2017-01-02 08:51:41	0	En Affinage	2017-01-02 08:51:02	2017-02-20 14:32:29
EXTR	EXTR-825	Bogue	2017-01-02 11:42:15	NULL	NULL	Nouveau	2017-01-02 11:42:15	2017-01-02 11:42:15
EXTR	EXTR-826	Bogue	2017-01-02 15:23:36	2017-01-02 15:24:57	0	Testé	2017-01-02 15:23:36	2017-02-15 11:42:05
PARL	PARL-124	Story	2017-01-03 09:43:04	2017-01-03 09:51:42	0	Prêt	2017-01-03 09:43:04	2017-02-20 11:08:03
PARL	PARL-125	Story	2017-01-03 09:51:30	2017-01-03 09:51:40	0	Prêt	2017-01-03 09:51:30	2017-02-20 11:08:14
PARL	PARL-126	Bogue	2017-01-03 10:28:01	2017-01-03 10:28:32	0	En cours	2017-01-03 10:28:01	2017-01-11 07:53:21
ST	ST-20	Epic	2017-01-03 10:43:06	NULL	NULL	À faire	2017-01-03 10:43:06	2017-01-03 11:02:10
SYR	SYR-77	Story	2017-01-03 13:31:11	NULL	NULL	Nouveau	2017-01-03 13:31:11	2017-01-03 13:31:11
BI	BI-136	Story	2017-01-03 13:36:05	2017-01-03 13:36:08	0	Nouveau	2017-01-03 13:36:05	2017-01-20 15:41:53
LABS	LABS-37	Tâche	2017-01-03 17:02:36	NULL	NULL	Fait	2017-01-03 17:02:36	2017-02-14 18:34:45
EXTR	EXTR-827	Bogue	2017-01-04 12:25:05	2017-01-04 13:30:17	0	En Affinage	2017-01-04 12:25:05	2017-01-04 13:31:00
BEA	BEA-1296	Story	2017-01-04 14:06:12	NULL	NULL	Nouveau	2017-01-04 14:06:12	2017-01-04 14:10:31
BEA	BEA-1297	Bogue	2017-01-05 10:14:23	2017-01-05 10:14:59	0	Testé	2017-01-05 10:14:23	2017-01-30 16:55:45
BEA	BEA-1298	Story	2017-01-05 10:29:46	2017-01-05 10:29:52	0	En Affinage	2017-01-05 10:29:46	2017-01-23 10:37:14
BEA	BEA-1299	Story	2017-01-05 16:22:08	2017-01-05 16:47:36	0	Nouveau	2017-01-05 16:22:08	2017-02-02 09:10:25
BEA	BEA-1300	Bogue	2017-01-05 16:25:44	2017-01-05 17:05:16	0	Testé	2017-01-05 16:25:44	2017-02-23 10:46:55
BEA	BEA-1301	Sous-tâche	2017-01-05 16:58:06	NULL	NULL	Fait	2017-01-05 16:58:06	2017-01-11 13:39:01
BEA	BEA-1302	Bogue	2017-01-05 17:55:36	2017-01-06 12:02:26	1	Fermé	2017-01-05 17:55:36	2017-01-19 09:34:38
BEA	BEA-1303	Bogue	2017-01-06 17:08:28	2017-01-09 08:00:45	3	Fermé	2017-01-06 17:08:28	2017-02-06 09:21:05
BOA	BOA-1358	Bogue	2017-01-09 08:07:16	2017-01-09 08:09:57	0	En cours	2017-01-09 08:07:16	2017-01-26 15:32:19
BOA	BOA-1359	Bogue	2017-01-09 08:15:11	2017-01-09 08:16:11	0	Fermé	2017-01-09 08:15:11	2017-01-30 11:29:24
BOA	BOA-1360	Bogue	2017-01-09 08:18:20	2017-01-09 08:18:25	0	Fermé	2017-01-09 08:18:20	2017-01-30 11:30:24
BEA	BEA-1304	Bogue	2017-01-09 12:28:58	2017-01-09 12:29:26	0	Fermé	2017-01-09 12:28:58	2017-01-17 10:37:48
BEA	BEA-1305	Bogue	2017-01-09 12:32:39	2017-01-09 12:32:44	0	Fermé	2017-01-09 12:32:39	2017-01-17 10:37:48
BI	BI-137	Story	2017-01-10 09:11:43	2017-01-10 09:11:47	0	Réalisé	2017-01-10 09:11:43	2017-01-12 11:21:27
IOT	IOT-5	Tâche	2017-01-10 10:07:30	NULL	NULL	En cours	2017-01-10 10:07:30	2017-02-02 10:51:03
IOT	IOT-6	Tâche	2017-01-10 10:08:10	NULL	NULL	En cours	2017-01-10 10:08:10	2017-02-21 16:15:13
IOT	IOT-7	Tâche	2017-01-10 10:08:36	NULL	NULL	Fait	2017-01-10 10:08:36	2017-02-02 13:37:48
PARL	PARL-127	Bogue	2017-01-10 10:31:08	2017-01-11 08:44:44	1	Fermé	2017-01-10 10:31:08	2017-01-12 13:06:37
BEA	BEA-1306	Story	2017-01-11 09:21:35	2017-01-11 09:21:40	0	Vérifié	2017-01-11 09:21:35	2017-02-24 16:35:37
EXTR	EXTR-828	Bogue	2017-01-11 13:36:33	2017-01-11 13:45:11	0	Testé	2017-01-11 13:36:33	2017-02-15 12:12:25
BI	BI-138	Bogue	2017-01-11 14:52:23	2017-01-11 14:52:27	0	Réalisé	2017-01-11 14:52:23	2017-02-09 16:31:56
BEA	BEA-1307	Bogue	2017-01-11 15:40:27	2017-01-11 15:40:44	0	Fermé	2017-01-11 15:40:27	2017-01-23 15:26:02
BDL	BDL-16	Sous-tâche	2017-01-11 15:45:40	NULL	NULL	À faire	2017-01-11 15:45:40	2017-01-11 15:45:40
EXTR	EXTR-829	Bogue	2017-01-11 16:04:52	2017-01-11 16:24:40	0	Fermé	2017-01-11 16:04:52	2017-01-25 14:12:15
EXTR	EXTR-830	Bogue	2017-01-11 16:15:45	2017-01-11 16:16:54	0	Testé	2017-01-11 16:15:45	2017-02-22 14:10:44
EXTR	EXTR-831	Bogue	2017-01-11 16:47:29	2017-01-12 09:07:29	1	Fermé	2017-01-11 16:47:29	2017-01-25 11:37:56
EXTR	EXTR-832	Bogue	2017-01-11 17:22:15	2017-01-12 09:06:43	1	Fermé	2017-01-11 17:22:15	2017-02-07 17:17:27
LABS	LABS-38	Tâche	2017-01-12 09:16:46	NULL	NULL	Fait	2017-01-12 09:16:46	2017-01-30 10:58:18
EXTR	EXTR-833	Bogue	2017-01-12 12:14:00	2017-01-12 13:34:54	0	Testé	2017-01-12 12:14:00	2017-01-25 14:48:39
EXTR	EXTR-834	Bogue	2017-01-12 16:26:21	2017-01-12 16:28:40	0	Prêt	2017-01-12 16:26:21	2017-02-22 16:59:12
EXTR	EXTR-835	Story	2017-01-12 16:52:32	2017-01-12 16:52:53	0	Publié	2017-01-12 16:52:32	2017-02-22 12:45:48
LABS	LABS-39	Tâche	2017-01-13 08:34:11	NULL	NULL	En cours	2017-01-13 08:34:11	2017-01-16 11:49:55
LABS	LABS-40	Tâche	2017-01-13 08:35:51	NULL	NULL	À faire	2017-01-13 08:35:51	2017-01-13 08:36:02
BEA	BEA-1308	Sous-tâche	2017-01-13 12:26:07	NULL	NULL	À faire	2017-01-13 12:26:07	2017-01-16 16:40:29
LABS	LABS-41	Tâche	2017-01-16 18:38:43	NULL	NULL	Fait	2017-01-16 18:38:43	2017-01-30 10:58:02
BOA	BOA-1363	Bogue	2017-01-17 07:48:00	2017-01-17 07:48:37	0	Prêt	2017-01-17 07:48:00	2017-02-20 15:42:52
BOA	BOA-1364	Bogue	2017-01-18 10:25:17	2017-01-18 10:25:59	0	Fermé	2017-01-18 10:25:17	2017-01-30 11:31:26
BEA	BEA-1309	Story	2017-01-18 11:52:44	2017-01-18 11:52:55	0	En cours	2017-01-18 11:52:44	2017-01-27 13:29:33
BEA	BEA-1310	Sous-tâche	2017-01-18 12:49:32	NULL	NULL	Fait	2017-01-18 12:49:32	2017-01-18 13:30:12
BEA	BEA-1311	Sous-tâche	2017-01-18 13:00:39	NULL	NULL	À faire	2017-01-18 13:00:39	2017-01-18 13:20:39
BI	BI-139	Story	2017-01-18 18:17:43	2017-01-18 18:17:47	0	Testé	2017-01-18 18:17:43	2017-02-03 10:52:35
BI	BI-140	Story	2017-01-18 18:22:26	2017-01-18 18:22:29	0	Réalisé	2017-01-18 18:22:26	2017-02-20 15:45:35
BI	BI-141	Bogue	2017-01-18 18:25:41	2017-01-18 18:25:43	0	Réalisé	2017-01-18 18:25:41	2017-02-09 16:30:34
BEA	BEA-1312	Story	2017-01-19 14:05:51	2017-01-19 14:09:55	0	En Affinage	2017-01-19 14:05:51	2017-01-19 14:10:12
BEA	BEA-1313	Bogue	2017-01-19 16:46:11	2017-01-24 17:40:36	5	Fermé	2017-01-19 16:46:11	2017-01-25 18:17:15
ST	ST-21	Epic	2017-01-19 17:41:54	NULL	NULL	À faire	2017-01-19 17:41:54	2017-02-17 16:51:23
ST	ST-22	Epic	2017-01-19 17:47:39	NULL	NULL	À faire	2017-01-19 17:47:39	2017-01-20 18:37:28
ST	ST-23	Epic	2017-01-19 17:52:17	NULL	NULL	In Progress	2017-01-19 17:52:17	2017-02-17 16:55:24
ST	ST-24	Epic	2017-01-19 17:55:23	NULL	NULL	À faire	2017-01-19 17:55:23	2017-02-23 15:13:16
ST	ST-25	Epic	2017-01-19 18:29:41	NULL	NULL	À faire	2017-01-19 18:29:41	2017-01-20 17:15:56
LABS	LABS-42	Tâche	2017-01-20 10:40:40	NULL	NULL	Fait	2017-01-20 10:40:40	2017-01-30 10:57:02
BOA	BOA-1365	Story	2017-01-20 15:02:44	2017-01-20 15:03:12	0	Prêt	2017-01-20 15:02:44	2017-02-20 15:30:57
BOA	BOA-1366	Story	2017-01-20 15:08:52	2017-01-20 15:08:55	0	Prêt	2017-01-20 15:08:52	2017-02-20 15:38:52
ST	ST-26	Epic	2017-01-20 15:28:55	2017-01-20 15:28:57	0	In Progress	2017-01-20 15:28:55	2017-02-21 09:43:31
EXTR	EXTR-839	Story	2017-01-20 15:41:41	2017-01-20 15:42:06	0	Prêt	2017-01-20 15:41:41	2017-02-22 16:32:26
BOA	BOA-1368	Story	2017-01-20 15:55:33	2017-01-20 15:55:40	0	Prêt	2017-01-20 15:55:33	2017-02-17 16:49:46
BOA	BOA-1369	Story	2017-01-20 16:04:38	2017-01-20 16:04:41	0	Prêt	2017-01-20 16:04:38	2017-02-17 16:49:39
BOA	BOA-1370	Story	2017-01-20 16:38:37	2017-01-20 16:38:40	0	Prêt	2017-01-20 16:38:37	2017-02-17 16:48:01
BI	BI-142	Story	2017-01-20 17:15:56	2017-01-20 17:16:00	0	En Affinage	2017-01-20 17:15:56	2017-02-20 15:41:27
BOA	BOA-1371	Story	2017-01-20 17:57:13	2017-01-20 17:57:16	0	Prêt	2017-01-20 17:57:13	2017-02-20 15:40:17
BOA	BOA-1372	Story	2017-01-20 18:05:31	2017-01-20 18:05:34	0	Prêt	2017-01-20 18:05:31	2017-02-20 15:35:24
BOA	BOA-1373	Story	2017-01-20 18:22:25	2017-01-20 18:22:28	0	Prêt	2017-01-20 18:22:25	2017-02-20 15:34:19
BOA	BOA-1374	Story	2017-01-20 18:24:10	2017-01-20 18:24:13	0	Prêt	2017-01-20 18:24:10	2017-02-20 15:40:06
BOA	BOA-1375	Story	2017-01-20 18:28:02	2017-01-20 18:28:05	0	Prêt	2017-01-20 18:28:02	2017-02-20 15:34:51
BOA	BOA-1376	Story	2017-01-23 15:03:39	2017-01-23 15:03:43	0	Prêt	2017-01-23 15:03:39	2017-02-20 15:36:10
BOA	BOA-1377	Story	2017-01-23 15:11:37	2017-01-23 15:11:40	0	Prêt	2017-01-23 15:11:37	2017-02-20 15:36:40
BOA	BOA-1378	Story	2017-01-23 15:21:12	2017-01-23 15:21:35	0	Prêt	2017-01-23 15:21:12	2017-02-20 15:36:55
BOA	BOA-1379	Story	2017-01-23 15:30:37	2017-02-09 09:16:03	17	Prêt	2017-01-23 15:30:37	2017-02-20 16:00:24
BOA	BOA-1380	Story	2017-01-23 15:30:58	2017-01-23 15:31:02	0	Prêt	2017-01-23 15:30:58	2017-02-20 15:37:19
BOA	BOA-1381	Story	2017-01-23 15:52:39	2017-01-23 16:16:21	0	Prêt	2017-01-23 15:52:39	2017-02-20 15:37:31
BOA	BOA-1382	Story	2017-01-23 16:16:15	2017-01-23 16:16:20	0	Prêt	2017-01-23 16:16:15	2017-02-20 15:33:52
BOA	BOA-1383	Story	2017-01-23 16:27:26	2017-01-23 16:27:30	0	Prêt	2017-01-23 16:27:26	2017-02-20 15:37:09
EXTR	EXTR-841	Story	2017-01-23 17:00:22	2017-01-23 17:00:27	0	Prêt	2017-01-23 17:00:22	2017-02-22 16:59:44
EXTR	EXTR-842	Story	2017-01-23 18:04:17	2017-01-23 18:04:52	0	Prêt	2017-01-23 18:04:17	2017-02-22 17:00:12
EXTR	EXTR-843	Story	2017-01-23 18:07:07	2017-01-23 18:07:10	0	Prêt	2017-01-23 18:07:07	2017-02-22 17:00:25
BOA	BOA-1385	Story	2017-01-23 18:09:40	2017-01-23 18:09:43	0	Prêt	2017-01-23 18:09:40	2017-02-20 15:33:24
BEA	BEA-1314	Story	2017-01-24 12:27:33	NULL	NULL	Nouveau	2017-01-24 12:27:33	2017-01-24 12:27:33
BEA	BEA-1315	Bogue	2017-01-25 11:46:58	2017-01-30 17:49:32	5	Fermé	2017-01-25 11:46:58	2017-02-08 10:28:43
BOA	BOA-1386	Bogue	2017-01-25 14:26:44	NULL	NULL	Nouveau	2017-01-25 14:26:44	2017-01-25 14:26:44
BOA	BOA-1387	Bogue	2017-01-25 15:04:20	NULL	NULL	Nouveau	2017-01-25 15:04:20	2017-01-25 15:04:20
SYR	SYR-78	Story	2017-01-25 15:30:42	2017-02-13 15:07:53	19	Fermé	2017-01-25 15:30:42	2017-02-14 11:11:36
EXTR	EXTR-844	Bogue	2017-01-25 16:46:56	2017-01-25 16:47:34	0	Prêt	2017-01-25 16:46:56	2017-02-22 17:01:01
BOA	BOA-1394	Story	2017-01-25 17:00:35	2017-02-09 09:17:26	15	Prêt	2017-01-25 17:00:35	2017-02-20 16:42:48
BEA	BEA-1316	Bogue	2017-01-25 18:17:15	2017-01-25 18:22:46	0	Réalisé	2017-01-25 18:17:15	2017-01-26 17:23:44
BEA	BEA-1317	Bogue	2017-01-25 18:22:20	2017-01-25 18:22:53	0	Réalisé	2017-01-25 18:22:20	2017-01-26 18:01:14
BOA	BOA-1388	Bogue	2017-01-26 11:09:09	2017-01-31 13:35:48	5	Testé	2017-01-26 11:09:09	2017-02-10 13:38:04
BOA	BOA-1389	Bogue	2017-01-26 11:12:51	NULL	NULL	Nouveau	2017-01-26 11:12:51	2017-01-26 11:12:51
BOA	BOA-1390	Story	2017-01-26 11:17:01	2017-01-31 13:32:48	5	Prêt	2017-01-26 11:17:01	2017-01-31 13:41:28
BEA	BEA-1318	Story	2017-01-26 14:21:21	2017-01-26 14:40:45	0	Réalisé	2017-01-26 14:21:21	2017-01-26 15:45:13
BOA	BOA-1407	Story	2017-01-26 14:35:56	2017-01-31 13:30:56	5	Nouveau	2017-01-26 14:35:56	2017-02-07 16:38:06
BOA	BOA-1392	Story	2017-01-26 14:49:49	2017-01-31 13:39:15	5	Prêt	2017-01-26 14:49:49	2017-01-31 13:43:10
BOA	BOA-1393	Bogue	2017-01-26 15:25:36	2017-01-31 13:38:01	5	Prêt	2017-01-26 15:25:36	2017-01-31 13:39:40
EXTR	EXTR-846	Bogue	2017-01-26 15:47:02	2017-02-03 09:51:31	8	Fermé	2017-01-26 15:47:02	2017-02-20 13:01:21
LABS	LABS-43	Tâche	2017-01-27 09:54:27	NULL	NULL	Fait	2017-01-27 09:54:27	2017-01-30 10:10:51
LABS	LABS-44	Tâche	2017-01-30 10:11:26	NULL	NULL	À faire	2017-01-30 10:11:26	2017-01-30 10:11:30
LABS	LABS-45	Tâche	2017-01-30 11:04:55	NULL	NULL	Fait	2017-01-30 11:04:55	2017-02-14 18:34:58
LABS	LABS-46	Tâche	2017-01-30 11:58:23	NULL	NULL	En cours	2017-01-30 11:58:23	2017-02-13 12:13:04
BI	BI-143	Story	2017-01-30 13:49:17	2017-01-30 13:49:22	0	Réalisé	2017-01-30 13:49:17	2017-02-09 17:39:22
BEA	BEA-1319	Bogue	2017-01-30 17:45:45	2017-01-30 17:49:25	0	Testé	2017-01-30 17:45:45	2017-02-15 16:17:30
LABS	LABS-47	Tâche	2017-01-30 17:56:18	NULL	NULL	Fait	2017-01-30 17:56:18	2017-02-13 11:37:10
BOA	BOA-1395	Bogue	2017-01-31 10:32:40	NULL	NULL	Fermé	2017-01-31 10:32:40	2017-01-31 16:45:01
BEA	BEA-1320	Story	2017-01-31 11:43:46	2017-01-31 11:44:08	0	Réalisé	2017-01-31 11:43:46	2017-02-21 17:02:55
EXTR	EXTR-847	Bogue	2017-01-31 15:05:22	NULL	NULL	Fermé	2017-01-31 15:05:22	2017-01-31 15:09:44
BOA	BOA-1397	Bogue	2017-01-31 15:09:21	2017-02-20 14:19:40	20	Prêt	2017-01-31 15:09:21	2017-02-23 09:10:09
BOA	BOA-1398	Bogue	2017-01-31 17:10:52	2017-02-20 14:20:09	20	Prêt	2017-01-31 17:10:52	2017-02-22 11:06:39
BEA	BEA-1321	Bogue	2017-01-31 17:57:22	2017-01-31 17:57:38	0	Fermé	2017-01-31 17:57:22	2017-02-08 11:23:13
BEA	BEA-1322	Story	2017-01-31 18:03:55	2017-01-31 18:04:08	0	Réalisé	2017-01-31 18:03:55	2017-02-23 09:52:48
BOA	BOA-1399	Bogue	2017-02-01 11:18:18	2017-02-09 10:53:47	8	En Affinage	2017-02-01 11:18:18	2017-02-09 10:54:40
BOA	BOA-1400	Bogue	2017-02-01 11:32:09	NULL	NULL	Nouveau	2017-02-01 11:32:09	2017-02-09 18:03:50
BOA	BOA-1401	Bogue	2017-02-01 15:23:36	NULL	NULL	Fermé	2017-02-01 15:23:36	2017-02-01 15:24:01
BI	BI-144	Bogue	2017-02-02 10:29:02	2017-02-02 10:29:07	0	Vérifié	2017-02-02 10:29:02	2017-02-20 15:46:25
BOA	BOA-1402	Story	2017-02-02 10:57:45	2017-02-03 15:12:44	1	Réalisé	2017-02-02 10:57:45	2017-03-02 13:54:24
IOT	IOT-8	Tâche	2017-02-02 11:03:06	NULL	NULL	Fait	2017-02-02 11:03:06	2017-02-02 11:03:35
IOT	IOT-9	Tâche	2017-02-02 11:03:59	NULL	NULL	Fait	2017-02-02 11:03:59	2017-02-02 11:04:10
IOT	IOT-10	Tâche	2017-02-02 11:04:45	NULL	NULL	Fait	2017-02-02 11:04:45	2017-02-06 14:11:12
IOT	IOT-11	Tâche	2017-02-02 11:06:07	NULL	NULL	Fait	2017-02-02 11:06:07	2017-02-02 11:07:39
IOT	IOT-12	Tâche	2017-02-02 11:10:43	NULL	NULL	Fait	2017-02-02 11:10:43	2017-02-24 12:17:20
IOT	IOT-13	Tâche	2017-02-02 11:11:25	NULL	NULL	Fait	2017-02-02 11:11:25	2017-02-06 14:11:52
IOT	IOT-14	Tâche	2017-02-02 11:12:29	NULL	NULL	En cours	2017-02-02 11:12:29	2017-02-28 13:34:30
IOT	IOT-15	Tâche	2017-02-02 11:15:09	NULL	NULL	En cours	2017-02-02 11:15:09	2017-02-24 12:22:25
IOT	IOT-16	Tâche	2017-02-02 11:18:02	NULL	NULL	À faire	2017-02-02 11:18:02	2017-02-02 11:18:13
IOT	IOT-17	Tâche	2017-02-02 11:19:36	NULL	NULL	À faire	2017-02-02 11:19:36	2017-02-02 11:19:36
IOT	IOT-18	Tâche	2017-02-02 11:20:39	NULL	NULL	Fait	2017-02-02 11:20:39	2017-02-06 14:12:48
ST	ST-27	Tâche	2017-02-02 11:23:26	NULL	NULL	Fait	2017-02-02 11:23:26	2017-02-24 13:55:38
BOA	BOA-1405	Story	2017-02-02 11:23:53	2017-02-03 15:14:29	1	Réalisé	2017-02-02 11:23:53	2017-03-02 13:54:07
ZMTR	ZMTR-508	Tâche	2017-02-02 11:29:34	NULL	NULL	En cours	2017-02-02 11:29:34	2017-02-24 12:21:29
BEA	BEA-1324	Story	2017-02-02 13:38:13	2017-02-02 13:39:07	0	Réalisé	2017-02-02 13:38:13	2017-02-15 16:12:57
BEA	BEA-1325	Bogue	2017-02-02 16:21:23	2017-02-06 11:22:11	4	Testé	2017-02-02 16:21:23	2017-03-01 10:45:49
BEA	BEA-1326	Sous-tâche	2017-02-02 17:33:08	NULL	NULL	Fait	2017-02-02 17:33:08	2017-02-02 18:48:26
BEA	BEA-1327	Sous-tâche	2017-02-02 17:35:12	NULL	NULL	Fait	2017-02-02 17:35:12	2017-02-09 16:05:43
BEA	BEA-1328	Sous-tâche	2017-02-02 17:38:05	NULL	NULL	Fait	2017-02-02 17:38:05	2017-02-06 18:19:34
BEA	BEA-1329	Sous-tâche	2017-02-02 17:41:11	NULL	NULL	Fait	2017-02-02 17:41:11	2017-02-08 18:02:05
BOA	BOA-1403	Story	2017-02-03 10:27:01	2017-02-03 10:27:19	0	En Affinage	2017-02-03 10:27:01	2017-02-15 08:59:04
BI	BI-145	Story	2017-02-03 10:55:26	2017-02-03 10:55:29	0	Réalisé	2017-02-03 10:55:26	2017-02-09 17:17:01
BOA	BOA-1404	Story	2017-02-03 12:07:35	2017-02-03 12:07:43	0	Prêt	2017-02-03 12:07:35	2017-02-17 16:57:15
ZMTR	ZMTR-509	Tâche	2017-02-03 13:37:00	NULL	NULL	À faire	2017-02-03 13:37:00	2017-02-08 11:50:07
ZMTR	ZMTR-510	Tâche	2017-02-03 13:50:41	NULL	NULL	En cours	2017-02-03 13:50:41	2017-02-24 12:22:14
ZMTR	ZMTR-511	Tâche	2017-02-03 13:51:27	NULL	NULL	Fait	2017-02-03 13:51:27	2017-02-24 12:18:21
ZMTR	ZMTR-512	Tâche	2017-02-03 13:53:30	NULL	NULL	À faire	2017-02-03 13:53:30	2017-02-03 13:53:30
ZMTR	ZMTR-513	Tâche	2017-02-03 13:53:52	NULL	NULL	Fait	2017-02-03 13:53:52	2017-02-24 12:19:43
ZMTR	ZMTR-514	Tâche	2017-02-03 13:54:16	NULL	NULL	À faire	2017-02-03 13:54:16	2017-02-03 13:54:16
ZMTR	ZMTR-515	Tâche	2017-02-03 13:54:46	NULL	NULL	À faire	2017-02-03 13:54:46	2017-02-03 13:54:46
ZMTR	ZMTR-516	Tâche	2017-02-03 13:55:05	NULL	NULL	À faire	2017-02-03 13:55:05	2017-02-03 13:55:05
ZMTR	ZMTR-517	Tâche	2017-02-03 13:55:23	NULL	NULL	À faire	2017-02-03 13:55:23	2017-02-03 13:55:23
BOA	BOA-1406	Story	2017-02-03 15:10:34	2017-02-03 15:13:09	0	Réalisé	2017-02-03 15:10:34	2017-03-02 16:33:32
BEA	BEA-1330	Bogue	2017-02-03 17:14:25	2017-02-06 09:29:53	3	En cours	2017-02-03 17:14:25	2017-03-02 11:23:44
ST	ST-29	Epic	2017-02-06 09:26:23	NULL	NULL	À faire	2017-02-06 09:26:23	2017-02-08 16:48:18
BEA	BEA-1331	Story	2017-02-06 10:50:00	2017-02-06 10:50:06	0	Prêt	2017-02-06 10:50:00	2017-02-24 14:32:36
ST	ST-30	Epic	2017-02-07 09:39:12	NULL	NULL	À faire	2017-02-07 09:39:12	2017-02-09 09:33:58
BOA	BOA-1408	Bogue	2017-02-07 10:44:19	2017-02-15 16:27:55	8	Testé	2017-02-07 10:44:19	2017-02-21 10:11:59
BOA	BOA-1409	Bogue	2017-02-07 11:28:50	NULL	NULL	Nouveau	2017-02-07 11:28:50	2017-02-13 11:22:16
BOA	BOA-1410	Bogue	2017-02-07 12:20:23	2017-02-08 11:08:30	1	Testé	2017-02-07 12:20:23	2017-02-10 13:38:05
BEA	BEA-1332	Story	2017-02-07 13:51:50	2017-02-07 15:42:38	0	En cours	2017-02-07 13:51:50	2017-02-24 09:01:43
BEA	BEA-1333	Story	2017-02-07 13:58:56	NULL	NULL	Nouveau	2017-02-07 13:58:56	2017-02-27 13:17:33
BI	BI-146	Story	2017-02-07 15:24:04	2017-02-07 15:24:11	0	En cours	2017-02-07 15:24:04	2017-02-13 13:46:45
BEA	BEA-1334	Sous-tâche	2017-02-07 16:05:30	NULL	NULL	Fait	2017-02-07 16:05:30	2017-02-23 13:12:38
SYR	SYR-79	Story	2017-02-07 16:10:47	2017-02-07 16:10:58	0	Prêt	2017-02-07 16:10:47	2017-02-14 11:22:27
BEA	BEA-1335	Sous-tâche	2017-02-07 16:21:48	NULL	NULL	Fait	2017-02-07 16:21:48	2017-02-23 11:28:30
BEA	BEA-1336	Sous-tâche	2017-02-07 16:27:49	NULL	NULL	Fait	2017-02-07 16:27:49	2017-02-16 17:45:44
BEA	BEA-1337	Sous-tâche	2017-02-07 16:32:24	NULL	NULL	Fait	2017-02-07 16:32:24	2017-02-16 17:45:43
BEA	BEA-1338	Story	2017-02-07 16:34:49	2017-02-07 16:35:51	0	En Affinage	2017-02-07 16:34:49	2017-02-07 16:44:27
BEA	BEA-1339	Sous-tâche	2017-02-07 16:36:32	NULL	NULL	Fait	2017-02-07 16:36:32	2017-03-01 15:22:05
BEA	BEA-1340	Bogue	2017-02-07 16:38:06	2017-02-07 16:41:00	0	Réalisé	2017-02-07 16:38:06	2017-02-09 19:54:34
BEA	BEA-1341	Story	2017-02-07 16:43:15	NULL	NULL	Nouveau	2017-02-07 16:43:15	2017-02-07 16:43:36
BEA	BEA-1342	Story	2017-02-07 16:45:19	2017-02-07 16:45:28	0	En Affinage	2017-02-07 16:45:19	2017-02-08 15:52:56
BEA	BEA-1343	Story	2017-02-07 17:32:21	NULL	NULL	Nouveau	2017-02-07 17:32:21	2017-02-07 17:34:23
BEA	BEA-1344	Sous-tâche	2017-02-07 18:02:13	NULL	NULL	Fait	2017-02-07 18:02:13	2017-02-07 18:10:01
BOA	BOA-1412	Bogue	2017-02-08 10:57:44	NULL	NULL	Nouveau	2017-02-08 10:57:44	2017-02-15 09:00:25
EXTR	EXTR-849	Story	2017-02-08 11:20:58	2017-02-08 11:21:10	0	En Affinage	2017-02-08 11:20:58	2017-02-15 08:58:07
PARL	PARL-128	Story	2017-02-08 11:21:58	2017-02-08 11:23:11	0	En Affinage	2017-02-08 11:21:58	2017-02-09 09:24:39
IOT	IOT-19	Tâche	2017-02-08 11:46:37	NULL	NULL	À faire	2017-02-08 11:46:37	2017-02-21 16:14:41
BOA	BOA-1413	Bogue	2017-02-08 12:08:34	2017-02-09 15:01:38	1	Testé	2017-02-08 12:08:34	2017-02-10 13:38:05
BEA	BEA-1345	Sous-tâche	2017-02-08 14:07:28	NULL	NULL	Fait	2017-02-08 14:07:28	2017-02-08 18:02:05
BEA	BEA-1346	Bogue	2017-02-08 14:24:17	2017-02-08 14:25:11	0	Testé	2017-02-08 14:24:17	2017-02-15 16:26:47
BEA	BEA-1347	Sous-tâche	2017-02-08 14:50:09	NULL	NULL	Fait	2017-02-08 14:50:09	2017-02-09 16:05:02
BOA	BOA-1414	Bogue	2017-02-08 14:57:54	2017-02-09 15:06:37	1	Testé	2017-02-08 14:57:54	2017-02-10 13:38:05
BEA	BEA-1348	Bogue	2017-02-08 15:13:59	2017-02-08 15:14:08	0	En Affinage	2017-02-08 15:13:59	2017-02-13 10:09:53
BOA	BOA-1415	Bogue	2017-02-08 16:10:32	2017-02-09 15:11:16	1	En Affinage	2017-02-08 16:10:32	2017-02-20 10:28:16
BEA	BEA-1349	Story	2017-02-08 17:14:44	2017-02-08 17:15:22	0	Réalisé	2017-02-08 17:14:44	2017-02-24 09:01:58
BEA	BEA-1350	Bogue	2017-02-09 09:33:20	2017-02-09 09:34:01	0	En Affinage	2017-02-09 09:33:20	2017-02-09 12:08:18
BOA	BOA-1416	Story	2017-02-09 11:00:47	2017-02-09 11:00:50	0	Testé	2017-02-09 11:00:47	2017-02-10 13:38:05
BEA	BEA-1351	Story	2017-02-09 14:35:20	NULL	NULL	Nouveau	2017-02-09 14:35:20	2017-02-09 17:11:37
